Quary,Answer
"如何在数字化能力建设过程中，适应性的调整数字化治理的体系，组织机制，管理方式和组织文化？
","数字能力建设需要完善和优化现有的数字化治理体系、组织机制、管理方式,形成合适的价值观和文化.需要开展如下的适应性调整.(1)数字化治理体系方面.需要从制度、领导力、人才、资金、安全可控等方面建立相匹配的机制,包括建立一把手工程、建立顶层规划和设计职能、建立项目建设统筹机构、统筹数字化人才培养及资金等措施,确保数字能力建设、价值创造、业务创新及数字业务培育等过程获得一致、持续的体系化保障.(2)组织机制方面.数字能力建设需要同步开展组织变革,根据不同能力单元/模块的成熟度,推动流程化、网络化、平台化、生态化的柔性组织建设,建立基于职能职责的按需设置、动态分工、优化调整的机制.(3)管理方式方面.要建立与能力单元/能力模块建设、运行和优化相匹配的工作方式和管理模式,推动职能驱动的科层制管理向技术使能型管理、知识驱动型管理、数据驱动的平台化管理、智能驱动的价值生态共生管理等管理方式转变,持续改进计划、组织、协调、控制和指挥等管理职能的运行方式及精细化和自动化水平,运用数字化手段提升员工工作技能,以更好地应对创造性工作.(4)组织文化方面.需要使数字化转型战略愿景转变为组织和员工主动创新的自觉行为.需要通过宣贯、培训、共同参与、价值观建设及行为准则建立形成企业的数字化创新文化,在企业内部形成积极应对新一代信息技术引发的变革,践行创新、协调、绿色、开放、共享理念,建立开放包容、创新引领、主动求变、务求时效的价值观.需要重视数字化技能培养,并积极运用数字化技术解决问题、提升效能.
"
"在数字能力建设过程中,信息技术部门、业务部门、战略部门如何协作,各自的职责是什么？ 
","在数字能力建设过程中,根据企业所处的数字能力分级阶段,相关干系人有着不同的分工,信息技术部门、业务部门、战略部门的职责需要有侧重的动态调整.数字能力分为5个不同等级,即CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级),不同等级数字能力建设的重点也不一样.因此,信息技术部门、业务部门和战略部门的职责分工及协同亦不同.在规范级阶段,各部门均作为单一职能部门开展数字化技术应用,信息技术部门作为专业化部门,围绕信息技术规范化应用与管理,承担信息技术及系统建设的规划、推广应用和运行维护职能.业务部门、战略部门配合开展相关工作.在场景级阶段,信息技术部门通常在高层领导的推动下,围绕数字场景建设开展了整体信息化规划,并独立承担数字化基础设施的建设任务,而业务系统的数字能力建设一般由业务部门主导.信息技术部门对于信息化水平开始组织测评管理.战略部门通常组织成立由决策层担任领导的信息化领导小组,数字化战略作为总体战略的子战略被纳入战略规划.在领域级阶段,由于跨部门或者跨业务环节的业务集成协同和一体化运行的需求大量出现,信息技术部门在规划方面的职能除信息化规划外,重点在于一体化平台、应用集成、数据集成、业务系统的套件化建设等方面大量的建设统筹.战略部门或者企业管理部门开始对企业进行整体的业务流程设计和规划,用于指导数字化系统的集成和流程协同.业务部门尤其是生产部门更加注重数字化治理机制建设,以实现管理系统和工业系统的融合应用.由于业务部门和信息技术部门在数字能力建设的主导权上出现冲突,通常会建立由决策者牵头,各部门分头负责、协调联动的协作机制,开展矩阵式分权分责的协同和管理.在平台级阶段,数字能力建设的特征是建成支持企业及企业之间网络化协同和社会化协作的平台级能力.战略部门充分认识到数字化的核心价值,并将其作为战略核心驱动因素,开展顶层设计,并将数字化转型战略执行情况纳入企业全员考核.数字能力建设和业务要素及管理体系深度融合,从而大范围触发产品创新、管理变革及企业转型.信息技术部门开始面对IoT技术、智能化装备、外部电子化连接及数据驱动的平台化架构转变等挑战.业务部门开始由流程化、一体化建设焦点转向平台化、社会化建设焦点,重点开始思考岗位数字化赋能以提升效能、优化业务流程以提升效率、创新管控模式以增加效益.在生态级阶段,企业聚焦生态型组织建设,在生态圈范围内建成支持价值开放共创的生态级能力,数字能力建设的重点转为赋能赋智及协同创造.战略部门开始实践业务转型、价值共创、可持续性发展、反脆弱、新动能打造及原始创新等关键理念.信息技术部门的定位由成本部门转变成价值创造部门,数字科技力量成为企业创新力量,产业互联网、泛在物联网等平台开始在大型企业或者中型企业中出现.业务部门大量的相关人员开始进入数字科技部门,成为复合性数字人才,人机智能协同水平大幅提升.
"
"在数字能力建设过程中，业务部门，战略部门和信息技术部门如何协作，各自的职责是什么？
","在数字能力建设过程中,根据企业所处的数字能力分级阶段,相关干系人有着不同的分工,信息技术部门、业务部门、战略部门的职责需要有侧重的动态调整.数字能力分为5个不同等级,即CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级),不同等级数字能力建设的重点也不一样.因此,信息技术部门、业务部门和战略部门的职责分工及协同亦不同.在规范级阶段,各部门均作为单一职能部门开展数字化技术应用,信息技术部门作为专业化部门,围绕信息技术规范化应用与管理,承担信息技术及系统建设的规划、推广应用和运行维护职能.业务部门、战略部门配合开展相关工作.在场景级阶段,信息技术部门通常在高层领导的推动下,围绕数字场景建设开展了整体信息化规划,并独立承担数字化基础设施的建设任务,而业务系统的数字能力建设一般由业务部门主导.信息技术部门对于信息化水平开始组织测评管理.战略部门通常组织成立由决策层担任领导的信息化领导小组,数字化战略作为总体战略的子战略被纳入战略规划.在领域级阶段,由于跨部门或者跨业务环节的业务集成协同和一体化运行的需求大量出现,信息技术部门在规划方面的职能除信息化规划外,重点在于一体化平台、应用集成、数据集成、业务系统的套件化建设等方面大量的建设统筹.战略部门或者企业管理部门开始对企业进行整体的业务流程设计和规划,用于指导数字化系统的集成和流程协同.业务部门尤其是生产部门更加注重数字化治理机制建设,以实现管理系统和工业系统的融合应用.由于业务部门和信息技术部门在数字能力建设的主导权上出现冲突,通常会建立由决策者牵头,各部门分头负责、协调联动的协作机制,开展矩阵式分权分责的协同和管理.在平台级阶段,数字能力建设的特征是建成支持企业及企业之间网络化协同和社会化协作的平台级能力.战略部门充分认识到数字化的核心价值,并将其作为战略核心驱动因素,开展顶层设计,并将数字化转型战略执行情况纳入企业全员考核.数字能力建设和业务要素及管理体系深度融合,从而大范围触发产品创新、管理变革及企业转型.信息技术部门开始面对IoT技术、智能化装备、外部电子化连接及数据驱动的平台化架构转变等挑战.业务部门开始由流程化、一体化建设焦点转向平台化、社会化建设焦点,重点开始思考岗位数字化赋能以提升效能、优化业务流程以提升效率、创新管控模式以增加效益.在生态级阶段,企业聚焦生态型组织建设,在生态圈范围内建成支持价值开放共创的生态级能力,数字能力建设的重点转为赋能赋智及协同创造.战略部门开始实践业务转型、价值共创、可持续性发展、反脆弱、新动能打造及原始创新等关键理念.信息技术部门的定位由成本部门转变成价值创造部门,数字科技力量成为企业创新力量,产业互联网、泛在物联网等平台开始在大型企业或者中型企业中出现.业务部门大量的相关人员开始进入数字科技部门,成为复合性数字人才,人机智能协同水平大幅提升.
"
"在数字能力建设过程中，战略部门，信息技术部门，业务部门各自的职责三什么，如何协作？
","在数字能力建设过程中,根据企业所处的数字能力分级阶段,相关干系人有着不同的分工,信息技术部门、业务部门、战略部门的职责需要有侧重的动态调整.数字能力分为5个不同等级,即CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级),不同等级数字能力建设的重点也不一样.因此,信息技术部门、业务部门和战略部门的职责分工及协同亦不同.在规范级阶段,各部门均作为单一职能部门开展数字化技术应用,信息技术部门作为专业化部门,围绕信息技术规范化应用与管理,承担信息技术及系统建设的规划、推广应用和运行维护职能.业务部门、战略部门配合开展相关工作.在场景级阶段,信息技术部门通常在高层领导的推动下,围绕数字场景建设开展了整体信息化规划,并独立承担数字化基础设施的建设任务,而业务系统的数字能力建设一般由业务部门主导.信息技术部门对于信息化水平开始组织测评管理.战略部门通常组织成立由决策层担任领导的信息化领导小组,数字化战略作为总体战略的子战略被纳入战略规划.在领域级阶段,由于跨部门或者跨业务环节的业务集成协同和一体化运行的需求大量出现,信息技术部门在规划方面的职能除信息化规划外,重点在于一体化平台、应用集成、数据集成、业务系统的套件化建设等方面大量的建设统筹.战略部门或者企业管理部门开始对企业进行整体的业务流程设计和规划,用于指导数字化系统的集成和流程协同.业务部门尤其是生产部门更加注重数字化治理机制建设,以实现管理系统和工业系统的融合应用.由于业务部门和信息技术部门在数字能力建设的主导权上出现冲突,通常会建立由决策者牵头,各部门分头负责、协调联动的协作机制,开展矩阵式分权分责的协同和管理.在平台级阶段,数字能力建设的特征是建成支持企业及企业之间网络化协同和社会化协作的平台级能力.战略部门充分认识到数字化的核心价值,并将其作为战略核心驱动因素,开展顶层设计,并将数字化转型战略执行情况纳入企业全员考核.数字能力建设和业务要素及管理体系深度融合,从而大范围触发产品创新、管理变革及企业转型.信息技术部门开始面对IoT技术、智能化装备、外部电子化连接及数据驱动的平台化架构转变等挑战.业务部门开始由流程化、一体化建设焦点转向平台化、社会化建设焦点,重点开始思考岗位数字化赋能以提升效能、优化业务流程以提升效率、创新管控模式以增加效益.在生态级阶段,企业聚焦生态型组织建设,在生态圈范围内建成支持价值开放共创的生态级能力,数字能力建设的重点转为赋能赋智及协同创造.战略部门开始实践业务转型、价值共创、可持续性发展、反脆弱、新动能打造及原始创新等关键理念.信息技术部门的定位由成本部门转变成价值创造部门,数字科技力量成为企业创新力量,产业互联网、泛在物联网等平台开始在大型企业或者中型企业中出现.业务部门大量的相关人员开始进入数字科技部门,成为复合性数字人才,人机智能协同水平大幅提升.
"
"数字能力的发展水平分为哪些等级？如何评估？ 
","参照《数字化转型新型能力体系建设指南》(T/AIITRE20001),数字能力分为CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级)五个等级.CL1(规范级)能力的总体状态特征是,开展了规范级能力建设,支持和优化了相关业务范围内的生产经营管理活动,但尚未有效建成支持主营业务范围内关键业务数字化和柔性化运行的数字能力.CL2(场景级)能力的总体状态特征是,聚焦主营业务范围内的关键业务场景,建成支持关键业务资源配置效率提升,关键业务活动数字化、场景化和柔性化运行的场景级能力.CL3(领域级)能力的总体状态特征是,聚焦企业主营业务领域,建成支持主要业务流程资源高效配置,关键业务集成融合、动态协同和一体化运行的领域级能力.CL4(平台级)能力的总体状态特征是,聚焦全员、全要素和全过程,建成支持企业以及企业之间资源动态配置、主营业务网络化协同和社会化协作的平台级能力.CL5(生态级)能力的总体状态特征是,聚焦跨企业、生态合作伙伴、用户等,建成支持智能驱动的生态资源按需精准配置,以及生态合作伙伴间业务智能化、集群化、生态化发展,实现价值开放共创的生态级能力.能力建设是一个循序渐进、逐级迭代的过程,数字能力的发展水平的评估应该依据数字能力呈现的不同等级的状态特征来确定.总体而言,应当围绕“数字能力建设为主线”对数字能力水平进行系统的衡量评估,即沿着从“需求识别”到“能力建设与运行”,再到“建设成效”这一主线统筹推进.
"
"数字能力的发展程度分成哪些等级？如何评估这些等级？
","参照《数字化转型新型能力体系建设指南》(T/AIITRE20001),数字能力分为CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级)五个等级.CL1(规范级)能力的总体状态特征是,开展了规范级能力建设,支持和优化了相关业务范围内的生产经营管理活动,但尚未有效建成支持主营业务范围内关键业务数字化和柔性化运行的数字能力.CL2(场景级)能力的总体状态特征是,聚焦主营业务范围内的关键业务场景,建成支持关键业务资源配置效率提升,关键业务活动数字化、场景化和柔性化运行的场景级能力.CL3(领域级)能力的总体状态特征是,聚焦企业主营业务领域,建成支持主要业务流程资源高效配置,关键业务集成融合、动态协同和一体化运行的领域级能力.CL4(平台级)能力的总体状态特征是,聚焦全员、全要素和全过程,建成支持企业以及企业之间资源动态配置、主营业务网络化协同和社会化协作的平台级能力.CL5(生态级)能力的总体状态特征是,聚焦跨企业、生态合作伙伴、用户等,建成支持智能驱动的生态资源按需精准配置,以及生态合作伙伴间业务智能化、集群化、生态化发展,实现价值开放共创的生态级能力.能力建设是一个循序渐进、逐级迭代的过程,数字能力的发展水平的评估应该依据数字能力呈现的不同等级的状态特征来确定.总体而言,应当围绕“数字能力建设为主线”对数字能力水平进行系统的衡量评估,即沿着从“需求识别”到“能力建设与运行”,再到“建设成效”这一主线统筹推进.
"
"数字能力的发展可以划分成多少个等级？应该如何进行评估？
","参照《数字化转型新型能力体系建设指南》(T/AIITRE20001),数字能力分为CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级)五个等级.CL1(规范级)能力的总体状态特征是,开展了规范级能力建设,支持和优化了相关业务范围内的生产经营管理活动,但尚未有效建成支持主营业务范围内关键业务数字化和柔性化运行的数字能力.CL2(场景级)能力的总体状态特征是,聚焦主营业务范围内的关键业务场景,建成支持关键业务资源配置效率提升,关键业务活动数字化、场景化和柔性化运行的场景级能力.CL3(领域级)能力的总体状态特征是,聚焦企业主营业务领域,建成支持主要业务流程资源高效配置,关键业务集成融合、动态协同和一体化运行的领域级能力.CL4(平台级)能力的总体状态特征是,聚焦全员、全要素和全过程,建成支持企业以及企业之间资源动态配置、主营业务网络化协同和社会化协作的平台级能力.CL5(生态级)能力的总体状态特征是,聚焦跨企业、生态合作伙伴、用户等,建成支持智能驱动的生态资源按需精准配置,以及生态合作伙伴间业务智能化、集群化、生态化发展,实现价值开放共创的生态级能力.能力建设是一个循序渐进、逐级迭代的过程,数字能力的发展水平的评估应该依据数字能力呈现的不同等级的状态特征来确定.总体而言,应当围绕“数字能力建设为主线”对数字能力水平进行系统的衡量评估,即沿着从“需求识别”到“能力建设与运行”,再到“建设成效”这一主线统筹推进.
"
"企业数字能力的发展可以分为多少个等级？应该如何进行评估？
","参照《数字化转型新型能力体系建设指南》(T/AIITRE20001),数字能力分为CL1(规范级)、CL2(场景级)、CL3(领域级)、CL4(平台级)和CL5(生态级)五个等级.CL1(规范级)能力的总体状态特征是,开展了规范级能力建设,支持和优化了相关业务范围内的生产经营管理活动,但尚未有效建成支持主营业务范围内关键业务数字化和柔性化运行的数字能力.CL2(场景级)能力的总体状态特征是,聚焦主营业务范围内的关键业务场景,建成支持关键业务资源配置效率提升,关键业务活动数字化、场景化和柔性化运行的场景级能力.CL3(领域级)能力的总体状态特征是,聚焦企业主营业务领域,建成支持主要业务流程资源高效配置,关键业务集成融合、动态协同和一体化运行的领域级能力.CL4(平台级)能力的总体状态特征是,聚焦全员、全要素和全过程,建成支持企业以及企业之间资源动态配置、主营业务网络化协同和社会化协作的平台级能力.CL5(生态级)能力的总体状态特征是,聚焦跨企业、生态合作伙伴、用户等,建成支持智能驱动的生态资源按需精准配置,以及生态合作伙伴间业务智能化、集群化、生态化发展,实现价值开放共创的生态级能力.能力建设是一个循序渐进、逐级迭代的过程,数字能力的发展水平的评估应该依据数字能力呈现的不同等级的状态特征来确定.总体而言,应当围绕“数字能力建设为主线”对数字能力水平进行系统的衡量评估,即沿着从“需求识别”到“能力建设与运行”,再到“建设成效”这一主线统筹推进.
"
"在数字化转型中,技术怎么转？ 
","数字化转型中、从技术支持视角来看,企业应加快由过去以技术要索为主的解决方案,转向以数据要素为核心的系统性解决方案,四绕数字能力建设,策划实施涵盖数据、技术、流程、组织四要素的系统性解决方案,并通过四要素的互动创新和协同优化,推动数字能力的持续运行和不断改进.在数据要素方面、应注重数据资产化运营,充分挖掘数据要素价值和创新驱动潜能.在技术应用方面,应注重数字技术与产业技术、管理技术等的集成、融合和创新、发挥数字技术的赋能效应.在流程优化方面,应注重端到端业务流程的优化设计与数字化管控.在组织调整方面,应注重业务流程职能职贵与人员胜任力的匹配性调整.
"
"技术在数字化转型中如何转？ 
","数字化转型中、从技术支持视角来看,企业应加快由过去以技术要索为主的解决方案,转向以数据要素为核心的系统性解决方案,四绕数字能力建设,策划实施涵盖数据、技术、流程、组织四要素的系统性解决方案,并通过四要素的互动创新和协同优化,推动数字能力的持续运行和不断改进.在数据要素方面、应注重数据资产化运营,充分挖掘数据要素价值和创新驱动潜能.在技术应用方面,应注重数字技术与产业技术、管理技术等的集成、融合和创新、发挥数字技术的赋能效应.在流程优化方面,应注重端到端业务流程的优化设计与数字化管控.在组织调整方面,应注重业务流程职能职贵与人员胜任力的匹配性调整.
"
"技术如何在数字化转型中成功？
","数字化转型中、从技术支持视角来看,企业应加快由过去以技术要索为主的解决方案,转向以数据要素为核心的系统性解决方案,四绕数字能力建设,策划实施涵盖数据、技术、流程、组织四要素的系统性解决方案,并通过四要素的互动创新和协同优化,推动数字能力的持续运行和不断改进.在数据要素方面、应注重数据资产化运营,充分挖掘数据要素价值和创新驱动潜能.在技术应用方面,应注重数字技术与产业技术、管理技术等的集成、融合和创新、发挥数字技术的赋能效应.在流程优化方面,应注重端到端业务流程的优化设计与数字化管控.在组织调整方面,应注重业务流程职能职贵与人员胜任力的匹配性调整.
"
"如何理解、建设“中台”？ 
","自“中台”概念提出以来,“数据中台”“技术中台”“业务中台”等不同提法相继出现,但主要为技术人员,尤其是内部技术人员所用,中台的社会化赋能作用尚未充分发挥.本质上,中台应是一个能力平台,利用新一代信息技术实现能力的数字化、模块化和平台化,向下赋能企业内外部资源按需配置,向上赋能以用户体验为中心的业务轻量化、协同化、社会化发展,大幅降低业务活动的专业门槛,推动业务活动“傻瓜化”,支持服务按需供给,推动企业快速、低成本地开展多样化创新,提升企业应对不确定性的自适应能力和水平.
"
"中台是什么意思？如何建设它？
","自“中台”概念提出以来,“数据中台”“技术中台”“业务中台”等不同提法相继出现,但主要为技术人员,尤其是内部技术人员所用,中台的社会化赋能作用尚未充分发挥.本质上,中台应是一个能力平台,利用新一代信息技术实现能力的数字化、模块化和平台化,向下赋能企业内外部资源按需配置,向上赋能以用户体验为中心的业务轻量化、协同化、社会化发展,大幅降低业务活动的专业门槛,推动业务活动“傻瓜化”,支持服务按需供给,推动企业快速、低成本地开展多样化创新,提升企业应对不确定性的自适应能力和水平.
"
"什么是中台？如何建设好中台？
","自“中台”概念提出以来,“数据中台”“技术中台”“业务中台”等不同提法相继出现,但主要为技术人员,尤其是内部技术人员所用,中台的社会化赋能作用尚未充分发挥.本质上,中台应是一个能力平台,利用新一代信息技术实现能力的数字化、模块化和平台化,向下赋能企业内外部资源按需配置,向上赋能以用户体验为中心的业务轻量化、协同化、社会化发展,大幅降低业务活动的专业门槛,推动业务活动“傻瓜化”,支持服务按需供给,推动企业快速、低成本地开展多样化创新,提升企业应对不确定性的自适应能力和水平.
"
"中台是什么？如何建设好它？
","自“中台”概念提出以来,“数据中台”“技术中台”“业务中台”等不同提法相继出现,但主要为技术人员,尤其是内部技术人员所用,中台的社会化赋能作用尚未充分发挥.本质上,中台应是一个能力平台,利用新一代信息技术实现能力的数字化、模块化和平台化,向下赋能企业内外部资源按需配置,向上赋能以用户体验为中心的业务轻量化、协同化、社会化发展,大幅降低业务活动的专业门槛,推动业务活动“傻瓜化”,支持服务按需供给,推动企业快速、低成本地开展多样化创新,提升企业应对不确定性的自适应能力和水平.
"
"企业上云上平台的阶段性重点分别是什么？ 
","企业上云上平台可分为资源上云上平台、业务上云上平台、能力上云上平台、生态上云上平台四个阶段.资源上云上平台,主要侧重于云技术手段的应用.业务上云上平台,主要侧重于业务的协同与优化.能力上云上平台,主要侧重于数字能力赋能业务平台化的创新变革.生态上云上平台,主要侧重于数字能力赋能价值生态的共创共享.达到能力上云上平台阶段,才能基于能力平台有效支持企业重构价值创造、传递和获取模式,才是真正意义上的数字化转型.
"
"企业在上云上平台的阶段中，各阶段的阶段性重点是什么？
","企业上云上平台可分为资源上云上平台、业务上云上平台、能力上云上平台、生态上云上平台四个阶段.资源上云上平台,主要侧重于云技术手段的应用.业务上云上平台,主要侧重于业务的协同与优化.能力上云上平台,主要侧重于数字能力赋能业务平台化的创新变革.生态上云上平台,主要侧重于数字能力赋能价值生态的共创共享.达到能力上云上平台阶段,才能基于能力平台有效支持企业重构价值创造、传递和获取模式,才是真正意义上的数字化转型.
"
